File Name,District,Health Center,Drug Name,Date,Transaction Type,Transacting Party,Receipt,Issuance,Adjustment,Stock Balance,Notes,Units,Balanced?,Was
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 12,Nakonde,Chilowa (Nakonde),Coartem 12,6/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 12,Nakonde,Chilowa (Nakonde),Coartem 12,7/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 12,Nakonde,Chilowa (Nakonde),Coartem 12,8/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,4/26/09,Physical Count,BBF,,,,0,UNCLEAR UNITS,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,4/29/09,Receipt,MSL,2,,,2,UNCLEAR UNITS,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,5/6/09,Physical Count,PSC,,,,2,UNCLEAR UNITS,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,5/7/09,Issuance,DISP,,1,,1,UNCLEAR UNITS,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,5/14/09,Receipt,MSL,2,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,6/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,7/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,8/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,9/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,10/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,11/1/09,Physical Count,PSC,,,,90,ARITHMETIC ERROR,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,12/1/09,Physical Count,PSC,,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,12/17/09,Issuance,Mayom RC,,30,,60,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,12/31/09,Physical Count,PSC,,,,60,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,2/1/10,Physical Count,PSC,,,,60,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Chilowa (Nakonde),Coartem 18,2/11/10,Physical Count,OPD,,,,30,ARITHMETIC ERROR,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,4/26/09,Physical Count,BBF,,,,0,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,4/29/09,Receipt,MSL,2,,,2,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,5/5/09,Physical Count,PSC,,,,2,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,5/7/09,Issuance,DISP,,1,,1,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,5/19/09,Receipt,MSL,2,,,3,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,6/7/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,7/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-25-08-2009-ARTEMETHER+LUMEFANTRINE 18,Nakonde,Chilowa (Nakonde),Coartem 18,8/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,4/28/09,Physical Count,BBF,,,,0,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,4/29/09,Receipt,MSL,2,,,2,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,5/5/09,Physical Count,PSC,,,,2,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,5/7/09,Issuance,DISP,,1,,1,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,5/19/09,Receipt,MSL,2,,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,5/22/09,Issuance,DISP,,1,,2,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,6/1/09,Physical Count,PSC,,,,2,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,6/17/09,Receipt,MSL,4,,,6,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,7/1/09,Physical Count,PSC,,,,6,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,7/9/09,Issuance,OPD,,1,,5,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,8/1/09,Physical Count,PSC,,,,5,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,8/20/09,Issuance,OPD,,1,,4,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,9/1/09,Physical Count,PSC,,,,4,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,9/28/09,Issuance,OPD,,1,,3,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,10/1/09,Physical Count,PSC,,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-1,Nakonde,Chilowa (Nakonde),Coartem 24,11/4/09,Physical Count,PSC,,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,12/1/09,Physical Count,PSC,,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,12/17/09,Issuance,Mayembe,,30,,60,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,12/31/09,Physical Count,PSC,,,,60,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,1/8/10,Issuance,OPD,,30,,30,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,2/1/10,Issuance,OPD,,30,,0,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,2/1/10,Physical Count,PSC,,,,0,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,2/24/10,Receipt,MSL,90,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,3/10/10,Issuance,OPD,,30,,60,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,3/10/10,Receipt,MSL,30,,,90,,,,0
CHILOLWA H.C-15-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Chilowa (Nakonde),Coartem 24,4/1/10,Physical Count,PSC,,,,90,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,4/26/09,Physical Count,BBF,,,,1,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,5/5/09,Physical Count,PSC,,,,1,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,5/19/09,Receipt,MSL,1,,,2,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,6/7/09,Physical Count,PSC,,,,2,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,6/8/09,Issuance,OPD,,1,,1,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,6/17/09,Receipt,MSL,1,,,2,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,6/18/09,Issuance,OPD,,1,,1,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,6/20/09,Issuance,Mayembe,,1,,0,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,7/1/09,Physical Count,PSC,,,,0,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,7/1/09,Receipt,MSL,4,,,4,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,7/31/09,Issuance,,,1,,3,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,8/1/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Chilowa (Nakonde),Fansidar,8/10/09,Issuance,OPD,,1,,2,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,2/1/10,Physical Count,BBF,,,,27,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,2/1/10,Physical Count,PSC,,,,27,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,2/10/10,Issuance,Out Reach,,4,,23,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,3/29/10,Issuance,Out Reach,,2,,21,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,4/1/10,Physical Count,PSC,,,,21,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE UNIT OF 1,Nakonde,Chilowa (Nakonde),Fansidar,4/12/10,Issuance,Out Reach,,1,,20,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,9/29/09,Receipt,MSL,60,,,60,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,10/1/09,Physical Count,PSC,,,,60,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,10/2/09,Issuance,OPD,,1,,59,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,10/9/09,Issuance,Mayembe,,10,,49,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,11/1/09,Adjustment,PSC,,,-3,46,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,11/11/09,Issuance,Mayembe,,10,,36,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,11/16/09,Issuance,OPD,,1,,35,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,11/26/09,Issuance,Out Reach,,1,,34,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,11/30/09,Issuance,Out Reach,,1,,33,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,12/1/09,Physical Count,PSC,,,,33,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,12/24/09,Issuance,OPD,,1,,32,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,12/31/09,Physical Count,PSC,,,,32,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,1/8/10,Issuance,OPD,,1,,31,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,1/15/10,Issuance,ANC,,1,,30,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,1/22/10,Issuance,ANC/OPD,,1,,29,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS U,Nakonde,Chilowa (Nakonde),Fansidar,1/29/10,Issuance,OPD,,2,,27,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,1/29/10,Physical Count,BBF,,,,0,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,1/29/10,Receipt,MSL,6,,,6,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,2/1/10,Physical Count,PSC,,,,6,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,2/12/10,Receipt,OPD,1,,,5,ARITHMETIC ERROR,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,3/1/10,Physical Count,PSC,,,,5,,,,0
CHILOLWA H.C-15-04-2010-SULPHADOXINE+PYRIMETHAMINE TABLETS,Nakonde,Chilowa (Nakonde),Fansidar,4/1/10,Physical Count,PSC,,,,5,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,4/26/09,Physical Count,BBF,,,,15,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,6/9/09,Adjustment,PSC,,,1,16,UNREADABLE,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,6/25/09,Issuance,Mayembe,,5,,11,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,7/1/09,Physical Count,PSC,,,,11,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,7/12/09,Adjustment,Wariwide,,,-4,7,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,8/1/09,Physical Count,PSC,,,,7,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,9/1/09,Physical Count,PSC,,,,7,UNCLEAR UNITS,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,9/3/09,Adjustment,,,,-7,0,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,9/28/09,Receipt,MSL,3,,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,9/30/09,Issuance,OPD,,1,,2,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,10/1/09,Physical Count,PSC,,,,2,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,10/30/09,Receipt,MSL,4,,,6,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,10/30/09,Issuance,OPD,,1,,5,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,11/4/09,Physical Count,PSC,,,,5,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,11/11/09,Issuance,Mayembe,,2,,3,TRANSACTION PARTY NAME UNCLEAR,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-1,Nakonde,Chilowa (Nakonde),RDTs,11/30/09,Receipt,MSL,1,,,4,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,12/1/09,Physical Count,PSC,,,,4,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,12/22/09,Issuance,OPD,,1,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,12/31/09,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,1/29/10,Receipt,MSL,1,,,4,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,2/1/10,Physical Count,PSC,,,,4,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,2/26/10,Issuance,OPD,,1,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,3/16/10,Receipt,MSL,1,,,4,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,3/28/10,Issuance,OPD,,1,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,4/1/10,Physical Count,PSC,,,,3,,,,0
CHILOLWA H.C-15-04-2010-MALARIA RDTs-2,Nakonde,Chilowa (Nakonde),RDTs,4/7/10,Issuance,OPD,,1,,2,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,7/20/09,Issuance,,,90,,120,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,7/31/09,Physical Count,PSC,,,,120,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,8/22/09,Receipt,DHO,120,,,240,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,8/26/09,Issuance,OPD,,30,,210,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,9/9/09,Issuance,OPD,,30,,180,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,9/28/09,Issuance,OPD,,30,,150,,,Added by Zach,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,9/30/09,Physical Count,PSC,,,,150,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,10/2/09,Issuance,OPD,,30,,120,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,10/16/09,Issuance,OPD,,30,,90,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,10/27/09,Issuance,OPD,,30,,60,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,10/28/09,Physical Count,,,,,60,ARITHMETIC ERROR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,10/30/09,Physical Count,PSC,,,,60,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,11/11/09,Issuance,To OPD,,30,,30,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,11/20/09,Receipt,DHO,60,,,90,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,11/30/09,Physical Count,PSC,,,,90,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,12/5/09,Issuance,To OPD,,30,,60,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,12/20/09,Issuance,To OPD,,30,,30,TRANSACTION PARTY NAME UNCLEAR,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,12/22/09,Receipt,DHO,30,,,60,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,12/31/09,Physical Count,PSC,,,,60,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,1/11/10,Issuance,,,30,,30,UNCLEAR UNITS,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,1/20/10,Issuance,,,30,,0,UNCLEAR UNITS,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,1/28/10,Receipt,DHO,60,,,60,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,1/30/10,Issuance,OPD,,30,,30,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,1/31/10,Physical Count,,,,,30,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,2/22/10,Receipt,DHO,60,,,90,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,2/24/10,Issuance,,,30,,60,,,,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,3/10/10,Issuance,PSC,,60,,0,,,3/1/10,0
CHOZI H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Chozi (Nakonde),Coartem 6,3/15/10,Receipt,,60,,,60,,,,0
