file_name,district,facility,drug_name,date,transaction_type,transacting_party,receipt,issuance,adjustment,stock_balance,units
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,11/18/09,Receipt,NKD,60,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,11/27/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,11/30/09,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,12/15/09,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,12/30/09,Receipt,NKD,30,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,1/14/10,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,1/27/10,Receipt,NKD,30,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,1/28/10,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,1/31/10,Physical Count,PSC,NA,NA,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,2/18/10,Receipt,NKD,90,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,2/18/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,2/27/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,2/28/10,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,3/8/10,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,3/16/10,Receipt,NKD DHO,90,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,3/24/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,3/31/10,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 6,Nakonde,Mwenzo (Nakonde),Coartem 6,4/8/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,5/1/09,Physical Count,BBF,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,5/31/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,6/30/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,7/31/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,8/3/09,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,8/26/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,8/31/09,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,9/19/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,9/22/09,Receipt,NKD DHO,30,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,9/30/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,9/30/09,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,10/17/09,Receipt,DHO,60,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,10/28/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,10/31/09,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,11/18/09,Receipt,NKD,30,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-1,Nakonde,Mwenzo (Nakonde),Coartem 12,11/30/09,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,12/10/09,Issuance,OPD,NA,60,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,12/30/09,Receipt,NKD,30,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,1/11/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,1/18/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,1/26/10,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,1/31/10,Physical Count,PSC,NA,NA,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,2/18/10,Receipt,NKD,120,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,2/18/10,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,2/28/10,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,3/16/10,Receipt,NKD DHO,30,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,3/24/10,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 12-2,Nakonde,Mwenzo (Nakonde),Coartem 12,3/31/10,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,5/1/09,Physical Count,BBF,NA,NA,NA,150,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,5/31/09,Physical Count,PSC,NA,NA,NA,150,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,6/30/09,Physical Count,PSC,NA,NA,NA,150,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,7/7/09,Issuance,OPD,NA,30,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,7/31/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,8/31/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,9/8/09,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,9/16/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,9/30/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,9/30/09,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,10/17/09,Receipt,DHO,90,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,10/31/09,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,11/6/09,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,11/30/09,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,12/9/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-1,Nakonde,Mwenzo (Nakonde),Coartem 18,12/30/09,Receipt,NKD,30,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,1/11/10,Issuance,,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,1/23/10,Issuance,,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,1/27/10,Receipt,NKD,30,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,1/28/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,1/31/10,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,2/18/10,Receipt,NKD,90,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,2/18/10,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,2/28/10,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,3/16/10,Receipt,NKD DHO,30,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 18-2,Nakonde,Mwenzo (Nakonde),Coartem 18,3/31/10,Physical Count,PSC,NA,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,5/11/09,Receipt,NKD DHO,120,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,5/20/09,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,5/31/09,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,6/9/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,6/29/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,6/30/09,Physical Count,PSC,NA,NA,NA,30,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,7/14/09,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,7/15/09,Receipt,NKD DHO,60,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,7/31/09,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,8/1/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,8/16/09,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,8/31/09,Physical Count,PSC,NA,NA,NA,0,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,9/22/09,Receipt,NKD DHO,90,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,9/22/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,9/30/09,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMTHER+LUMEFANTRINE 24-1,Nakonde,Mwenzo (Nakonde),Coartem 24,10/2/09,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,10/12/09,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,10/31/09,Physical Count,PSC,NA,NA,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,11/18/09,Receipt,NKD,120,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,11/19/09,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,11/30/09,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,12/15/09,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,1/4/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,1/14/10,Issuance,OPD,NA,30,NA,0,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,1/27/10,Receipt,NKD,90,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,1/28/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,1/31/10,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,2/15/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,2/18/10,Receipt,NKD,60,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,2/25/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,2/28/10,Physical Count,PSC,NA,NA,NA,60,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,3/15/10,Issuance,OPD,NA,30,NA,30,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,3/16/10,Receipt,NKD DHO,90,NA,NA,120,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,3/30/10,Issuance,OPD,NA,30,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,3/31/10,Physical Count,PSC,NA,NA,NA,90,
MWENZO H.C-17-04-2010-ARTEMETHER+LUMEFANTRINE 24-2,Nakonde,Mwenzo (Nakonde),Coartem 24,4/15/10,Issuance,OPD,NA,30,NA,60,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/22/09,Receipt,NKD DHO,30,NA,NA,30,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/22/09,Issuance,OPD,NA,2,NA,28,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/23/09,Issuance,MCH,NA,1,NA,27,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/26/09,Issuance,MCH,NA,1,NA,26,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/29/09,Issuance,MCH,NA,1,NA,25,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/30/09,Issuance,OPD,NA,1,NA,24,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,9/30/09,Physical Count,PSC,NA,NA,NA,24,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/6/09,Issuance,MCH,NA,1,NA,23,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/10/09,Issuance,OPD,NA,1,NA,22,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/19/09,Issuance,OPD,NA,1,NA,21,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/20/09,Issuance,OPD/MCH,NA,2,NA,19,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/21/09,Issuance,MCH,NA,1,NA,18,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/22/09,Issuance,OPD/MCH,NA,2,NA,16,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,10/31/09,Physical Count,PSC,NA,NA,NA,16,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,11/3/09,Issuance,OPD,NA,1,NA,15,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 1,Nakonde,Mwenzo (Nakonde),Fansidar,11/5/09,Issuance,MCH,NA,1,NA,14,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/9/09,Issuance,OPD,NA,1,NA,13,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/19/09,Issuance,OPD,NA,1,NA,12,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/26/09,Issuance,OPD,NA,1,NA,11,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/26/09,Issuance,UCI,NA,2,NA,9,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/28/09,Issuance,UCI,NA,2,NA,7,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/30/09,Issuance,UCI,NA,1,NA,6,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,11/30/09,Physical Count,PSC,NA,NA,NA,6,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/1/09,Issuance,UCI,NA,1,NA,5,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/1/09,Issuance,OPD,NA,1,NA,4,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/2/09,Issuance,UCI,NA,1,NA,3,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/3/09,Issuance,MCH,NA,1,NA,2,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/7/09,Issuance,OPD,NA,1,NA,1,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,12/10/09,Physical Count,OPD,NA,NA,NA,0,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,1/27/10,Receipt,NKD,4,NA,NA,4,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,1/28/10,Issuance,OPD,NA,1,NA,3,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,1/31/10,Physical Count,PSC,NA,NA,NA,3,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,2/11/10,Issuance,UCI,NA,1,NA,2,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,2/18/10,Receipt,NKD,1,NA,NA,3,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,2/27/10,Issuance,OPD,NA,1,NA,2,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,2/28/10,Physical Count,PSC,NA,NA,NA,2,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,3/16/10,Receipt,NKD DHO,2,NA,NA,4,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,3/23/10,Issuance,OPD,NA,1,NA,3,
MWENZO H.C-17-04-2010-SULPHADOXINE+PYRIMETHAMINE 2,Nakonde,Mwenzo (Nakonde),Fansidar,3/31/10,Physical Count,PSC,NA,NA,NA,3,
MWENZO H.C-1-09-2009-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Mwenzo (Nakonde),Fansidar,5/1/09,Physical Count,BBF,NA,NA,NA,1,
MWENZO H.C-1-09-2009-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Mwenzo (Nakonde),Fansidar,5/11/09,Receipt,NKD DHO,2,NA,NA,3,
MWENZO H.C-1-09-2009-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Mwenzo (Nakonde),Fansidar,5/19/09,Issuance,OPD,NA,1,NA,2,
MWENZO H.C-1-09-2009-SULPHADOXINE+PYRIMETHAMINE,Nakonde,Mwenzo (Nakonde),Fansidar,5/31/09,Physical Count,PSC,NA,NA,NA,2,
